Date,Team,Acquired,Relinquished,Notes
2011-03-04,Spurs,,• James Anderson,placed on IL
2011-03-04,Spurs,• (William) Tony Parker,,activated from IL
2011-03-04,Suns,,• Vince Carter,placed on IL with head injury / dizziness
2011-03-04,Suns,• Garret Siler,,activated from IL
2011-03-04,Thunder,,• Nate Robinson,placed on IL recovering from arthroscopic surgery on right knee
2011-03-04,Thunder,• Byron Mullens / B.J. Mullens,,activated from IL
2011-03-04,Warriors,,• Jeremy Lin,placed on IL
2011-03-05,Clippers,,• Brian Cook,placed on IL
2011-03-05,Nets,,• Anthony Morrow,placed on IL with concussion
2011-03-05,Nets,• Brandan Wright,,activated from IL
2011-03-05,Wizards,,• Josh Howard,placed on IL with strained left hamstring
2011-03-05,Wizards,,• Nick Young,placed on IL with flu
2011-03-05,Wizards,• Cartier Martin,,activated from IL
2011-03-05,Wizards,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2011-03-06,76ers,,• Darius Songaila,placed on IL
2011-03-06,76ers,• Craig Brackins,,activated from IL
2011-03-06,Grizzlies,,• Greivis Vasquez,placed on IL
2011-03-06,Hawks,• Josh Smith,,activated from IL
2011-03-06,Knicks,,• Bill Walker,placed on IL with sore left knee
2011-03-06,Knicks,• Andy Rautins,,activated from IL
2011-03-06,Spurs,,• Othyus Jeffers,placed on IL
2011-03-06,Spurs,• James Anderson,,activated from IL
2011-03-06,Suns,,• Garret Siler,placed on IL
2011-03-06,Suns,• Vince Carter,,activated from IL
2011-03-06,Wizards,,• Hamady Ndiaye / Hamady N'Diaye,placed on IL
2011-03-06,Wizards,• Nick Young,,activated from IL
2011-03-07,Blazers,,• Luke Babbitt,placed on IL
2011-03-07,Bobcats,,• Stephen Jackson,placed on IL with strained left hamstring
2011-03-07,Clippers,,• Eric Gordon,placed on IL with right wrist injury
2011-03-07,Clippers,• Brian Cook,,activated from IL
2011-03-07,Timberwolves,,• Sebastian Telfair,placed on IL with illness
2011-03-07,Timberwolves,• Martell Webster,,activated from IL
2011-03-08,Bucks,,• Corey Maggette,placed on IL with sore right knee
2011-03-08,Bucks,• Andrew Bogut,,activated from IL
2011-03-08,Cavaliers,,• Semih Erden,placed on IL with groin injury
2011-03-08,Cavaliers,• Daniel Gibson,,activated from IL
2011-03-08,Pacers,,• Jeff Foster,placed on IL with sore back
2011-03-08,Pacers,• Solomon Jones,,activated from IL
2011-03-08,Rockets,,• Luis Scola,placed on IL with left knee injury
2011-03-08,Rockets,• DeMarre Carroll,,activated from IL
2011-03-08,Suns,,• Channing Frye,placed on IL with dislocated right shoulder
2011-03-08,Wizards,,• Rashard Lewis,placed on IL with sore right knee / right knee tendinitis (out for season)
2011-03-08,Wizards,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2011-03-09,Grizzlies,,• Jason Williams,placed on IL with sore back (out for season)
2011-03-09,Grizzlies,• Greivis Vasquez,,activated from IL
2011-03-09,Hornets,,• Chris Paul,placed on IL with concussion
2011-03-09,Hornets,• Marcus Banks,,activated from IL
2011-03-09,Jazz,,• Francisco Elson,placed on IL with left knee injury
2011-03-09,Knicks,,• Andy Rautins,placed on IL (out for season)
2011-03-09,Knicks,,• Renaldo Balkman,placed on IL
2011-03-09,Knicks,• Bill Walker,,activated from IL
2011-03-09,Knicks,• Ronny Turiaf,,activated from IL
2011-03-09,Mavericks,,• Predrag Stojakovic / Peja Stojakovic,placed on IL with stiff neck / back injury (CBC)
2011-03-09,Mavericks,• Tyson Chandler,,activated from IL
2011-03-09,Nets,,• Damion James,placed on IL with concussion
2011-03-09,Nets,• Anthony Morrow,,activated from IL
2011-03-09,Nets,• Ben Uzoh,,activated from IL
2011-03-09,Raptors,,• Andrea Bargnani,placed on IL with flu
2011-03-09,Raptors,• Reggie Evans,,activated from IL
2011-03-09,Timberwolves,,• Lazar Hayward,placed on IL with gastrointestinal ailment
2011-03-09,Timberwolves,• Sebastian Telfair,,activated from IL
2011-03-10,Nuggets,,• Arron Afflalo,placed on IL with strained left hamstring
2011-03-10,Nuggets,• Melvin Ely,,activated from IL
2011-03-11,Bobcats,,• Eduardo Najera,placed on IL
2011-03-11,Bobcats,,• Joel Przybilla,placed on IL withi sore right knee (out for season)
2011-03-11,Bobcats,• Tyrus Thomas,,activated from IL
2011-03-11,Bulls,,• Carlos Boozer,placed on IL with sprained left ankle
2011-03-11,Pacers,,• Solomon Jones,placed on IL
2011-03-11,Pacers,• Jeff Foster,,activated from IL
2011-03-11,Pistons,,• DaJuan Summers,placed on IL
2011-03-11,Raptors,,• Amir Johnson,placed on IL with sprained left ankle
2011-03-11,Raptors,• Andrea Bargnani,,activated from IL
2011-03-11,Spurs,• Othyus Jeffers,,activated from IL
2011-03-11,Timberwolves,,• Sebastian Telfair,placed on IL
2011-03-11,Timberwolves,• Lazar Hayward,,activated from IL
2011-03-12,Hawks,,• Al Horford,placed on IL with sprained/sore left ankle
2011-03-12,Hawks,,• Josh Powell,placed on IL with legal problems
2011-03-12,Hawks,• Etan Thomas,,activated from IL
2011-03-12,Hawks,• Pape Sy,,activated from IL
2011-03-12,Heat,,• Zydrunas Ilgauskas,placed on IL with foot infection
2011-03-12,Heat,• Jamaal Magloire,,activated from IL
2011-03-12,Hornets,,• Jerel McNeal,placed on IL
2011-03-12,Hornets,,• Marcus Banks,placed on IL (out for season)
2011-03-12,Hornets,• Chris Paul,,activated from IL
2011-03-12,Spurs,,• Othyus Jeffers,placed on IL
2011-03-12,Wizards,,• Andray Blatche,placed on IL with sprained right shoulder
2011-03-12,Wizards,• Josh Howard,,activated from IL
2011-03-13,Bobcats,,• Garrett Temple,placed on IL
2011-03-13,Bobcats,• Eduardo Najera,,activated from IL
2011-03-13,Bucks,• Corey Maggette,,activated from IL
2011-03-13,Knicks,,• Shelden Williams,placed on IL
2011-03-13,Knicks,• Chauncey Billups,,activated from IL
2011-03-13,Pacers,,• Danny Granger,placed on IL with flu
2011-03-13,Pacers,• Solomon Jones,,activated from IL
2011-03-14,76ers,,• Craig Brackins,placed on IL
2011-03-14,76ers,• Jason Kapono,,activated from IL
2011-03-14,Thunder,,• Byron Mullens / B.J. Mullens,placed on IL
2011-03-14,Thunder,• Kendrick Perkins,,activated from IL
2011-03-14,Nets,,• Ben Uzoh,placed on IL
2011-03-15,Hawks,,• Etan Thomas,placed on IL
2011-03-15,Hawks,,• Pape Sy,placed on IL
2011-03-15,Hawks,• Al Horford,,activated from IL
2011-03-15,Hawks,• Josh Powell,,activated from IL
2011-03-15,Knicks,,• Derrick Brown,placed on IL
2011-03-15,Knicks,• Shelden Williams,,activated from IL
2011-03-15,Pacers,,• Solomon Jones,placed on IL
2011-03-15,Pacers,• Danny Granger,,activated from IL
2011-03-16,Bobcats,,• Eduardo Najera,placed on IL
2011-03-16,Bobcats,• Garrett Temple,,activated from IL
2011-03-16,Celtics,,• Von Wafer,placed on IL with strained right calf
2011-03-16,Celtics,• Delonte West,,activated from IL
2011-03-16,Nuggets,,• Melvin Ely,placed on IL
2011-03-16,Nuggets,• Arron Afflalo,,activated from IL
2011-03-17,Nets,• Damion James,,activated from IL
2011-03-18,Nuggets,,• Al Harrington,placed on IL with strained right Achilles tendon
2011-03-18,Nuggets,• Danilo Gallinari,,activated from IL
2011-03-18,Pistons,• DaJuan Summers,,activated from IL
2011-03-18,Raptors,,• Julian Wright,placed on IL
2011-03-18,Raptors,• Amir Johnson,,activated from IL
2011-03-18,Spurs,,• Danny Green,placed on IL
2011-03-18,Suns,,• Garret Siler,placed on IL
2011-03-18,Suns,• Channing Frye,,activated from IL
2011-03-18,Warriors,,• Andris Biedrins,placed on IL with sprained left ankle (out for season)
2011-03-18,Warriors,• Charlie Bell,,activated from IL
2011-03-18,Wizards,,• Cartier Martin,placed on IL with patella tendinitis in right knee
2011-03-18,Wizards,,• Josh Howard,placed on IL with left knee tendinitis (out for season)
2011-03-18,Wizards,• Andray Blatche,,activated from IL
2011-03-19,76ers,,• Andre Iguodala,placed on IL with right knee tendinitis
2011-03-19,76ers,• Craig Brackins,,activated from IL
2011-03-19,Bobcats,,• Stephen Jackson,placed on IL with strained hamstring
2011-03-19,Bobcats,• Eduardo Najera,,activated from IL
2011-03-19,Clippers,,• Brian Cook,placed on IL
2011-03-19,Clippers,• Eric Gordon,,activated from IL
2011-03-19,Nuggets,,• Raymond Felton,placed on IL with sprained left ankle
2011-03-19,Nuggets,• Al Harrington,,activated from IL
2011-03-19,Spurs,,• Tim Duncan,placed on IL for rest
2011-03-19,Spurs,• Danny Green,,activated from IL
2011-03-20,Clippers,• Brian Cook,,activated from IL
2011-03-20,Jazz,• Ronnie Price,,activated from IL
2011-03-20,Mavericks,,• Shawn Marion,placed on IL with sprained right wrist
2011-03-20,Mavericks,• Predrag Stojakovic / Peja Stojakovic,,activated from IL
2011-03-20,Nets,,• Deron Williams,placed on IL with strained tendon in right wrist
2011-03-20,Nets,• Dan Gadzuric,,activated from IL
2011-03-20,Pistons,,• DaJuan Summers,placed on IL
2011-03-20,Raptors,,• Joey Dorsey,placed on IL with flu
2011-03-20,Raptors,• Julian Wright,,activated from IL
2011-03-20,Rockets,• Luis Scola,,activated from IL
2011-03-20,Wizards,,• Andray Blatche,placed on IL with sprained right shoulder
2011-03-20,Wizards,• Cartier Martin,,activated from IL
2011-03-20,Rockets,,• Hasheem Thabeet,placed on IL
2011-03-21,Bulls,,• Brian Scalabrine,placed on IL
2011-03-21,Bulls,,• Jannero Pargo,placed on IL
2011-03-21,Bulls,,• John Lucas III,placed on IL
2011-03-21,Bulls,• Carlos Boozer,,activated from IL
2011-03-21,Nuggets,,• Arron Afflalo,placed on IL with strained hamstring
2011-03-21,Nuggets,• Melvin Ely,,activated from IL
2011-03-21,Spurs,,• DeJuan Blair,placed on IL with sprained left wrist
2011-03-21,Spurs,• Tim Duncan,,activated from IL
2011-03-23,76ers,• Andre Iguodala,,activated from IL
2011-03-23,Bobcats,,• Garrett Temple,placed on IL with sprained left ankle
2011-03-23,Bobcats,• Stephen Jackson,,activated from IL
2011-03-23,Jazz,• Francisco Elson,,activated from IL
2011-03-23,Mavericks,• Shawn Marion,,activated from IL
2011-03-23,Nuggets,,• Melvin Ely,placed on IL
2011-03-23,Nuggets,• Raymond Felton,,activated from IL
2011-03-23,Pistons,,• Ben Wallace,placed on IL with sore left knee
2011-03-23,Pistons,• DaJuan Summers,,activated from IL
2011-03-23,Rockets,,• Chase Budinger,placed on IL
2011-03-23,Spurs,• DeJuan Blair,,activated from IL
2011-03-24,Mavericks,,• Corey Brewer,placed on IL with knee injury
2011-03-24,Timberwolves,,• Kevin Love,placed on IL with strained left groin
2011-03-24,Timberwolves,• Sebastian Telfair,,activated from IL
2011-03-25,Bobcats,,• Stephen Jackson,placed on IL with strained left hamstring
2011-03-25,Bobcats,• Garrett Temple,,activated from IL
2011-03-25,Clippers,,• Brian Cook,placed on IL
2011-03-25,Clippers,• DeAndre Jordan,,activated from IL
2011-03-25,Hornets,,• David West,placed on IL with torn ACL in left knee (out for season)
2011-03-25,Hornets,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
2011-03-25,Kings,• Tyreke Evans,,activated from IL
2011-03-25,Knicks,,• Bill Walker,placed on IL
2011-03-25,Knicks,• Derrick Brown,,activated from IL
2011-03-25,Nets,,• Damion James,placed on IL with sore right foot
2011-03-25,Nets,,• Sundiata Gaines,placed on IL with fractured right hip (out for season)
2011-03-25,Nets,• Ben Uzoh,,activated from IL
2011-03-25,Nets,• Quinton Ross,,activated from IL
2011-03-25,Nuggets,• Melvin Ely,,activated from IL
2011-03-25,Suns,,• Mickael Pietrus,placed on IL with sprained right knee (out for season)
2011-03-25,Suns,• Garret Siler,,activated from IL
2011-03-25,Spurs,,• Da'Sean Butler,placed on IL recovering from left knee injury (out for season)
2011-03-26,Bobcats,,• Eduardo Najera,placed on IL with bruised right shoulder
2011-03-26,Bobcats,• Stephen Jackson,,activated from IL
2011-03-26,Hawks,,• Josh Powell,placed on IL
2011-03-26,Hawks,• Etan Thomas,,activated from IL
2011-03-26,Knicks,,• Ronny Turiaf,placed on IL with sore ankle
2011-03-26,Knicks,• Bill Walker,,activated from IL
2011-03-26,Nets,,• Quinton Ross,placed on IL with bulging disc in lower back
2011-03-26,Nets,• Damion James,,activated from IL
2011-03-26,Raptors,,• Reggie Evans,placed on IL
2011-03-26,Raptors,• Joey Dorsey,,activated from IL
2011-03-27,Hawks,,• Joe Johnson,placed on IL with sprained right thumb
2011-03-27,Hawks,• Josh Powell,,activated from IL
2011-03-27,Heat,,• Mario Chalmers,placed on IL with sprained right knee
2011-03-27,Heat,• Zydrunas Ilgauskas,,activated from IL
2011-03-27,Hornets,,• David Andersen,placed on IL
2011-03-27,Rockets,,• Terrence Williams,placed on IL with abdominal injury (out for season)
2011-03-27,Rockets,• Chase Budinger,,activated from IL
2011-03-28,Bobcats,• Eduardo Najera,,activated from IL
2011-03-28,Bucks,,• Chris Douglas-Roberts,placed on IL with right ankle injury
2011-03-28,Bucks,• Drew Gooden,,activated from IL
2011-03-28,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL with bruised left quadriceps
2011-03-28,Spurs,• Chris Quinn,,activated from IL
2011-03-29,Warriors,,• Acie Law,placed on IL with right wrist injury (out for season)
2011-03-29,Warriors,• Jeremy Lin,,activated from IL
2011-03-30,Bobcats,,• Shaun Livingston,placed on IL with tailbone injury (out for season)
2011-03-30,Bulls,,• Joakim Noah,placed on IL with sprained right ankle
2011-03-30,Bulls,• Brian Scalabrine,,activated from IL
2011-03-30,Hawks,,• Josh Powell,placed on IL
2011-03-30,Hawks,• Joe Johnson,,activated from IL
2011-03-30,Hornets,,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
2011-03-30,Hornets,• David Andersen,,activated from IL
2011-03-30,Nets,,• Damion James,placed on IL with sore right foot
2011-03-30,Nets,• Deron Williams,,activated from IL
2011-03-30,Nuggets,,• Melvin Ely,placed on IL
2011-03-30,Nuggets,• Wilson Chandler,,activated from IL
2011-03-30,Pacers,,• James Posey,placed on IL
2011-03-30,Pacers,• Mike Dunleavy Jr.,,activated from IL
2011-03-30,Raptors,,• Joey Dorsey,placed on IL
2011-03-30,Raptors,• Linas Kleiza,,activated from IL
2011-03-30,Raptors,• Reggie Evans,,activated from IL
2011-03-30,Thunder,• Nate Robinson,,activated from IL
2011-03-30,Timberwolves,,• Nikola Pekovic,placed on IL with hip injury
2011-03-30,Timberwolves,• Kevin Love,,activated from IL
2011-03-30,Wizards,,• Trevor Booker,placed on IL with sore right foot (out for season)
2011-03-30,Thunder,,• Cole Aldrich,placed on IL
2011-03-31,Celtics,,• Avery Bradley,placed on IL
2011-03-31,Celtics,,• Troy Murphy,placed on IL with sprained right ankle
2011-03-31,Celtics,• Jermaine O'Neal,,activated from IL
2011-03-31,Celtics,• Von Wafer,,activated from IL
2011-03-31,Lakers,• Theo Ratliff,,activated from IL
2011-03-31,Spurs,,• Chris Quinn,placed on IL
2011-03-31,Spurs,,• Danny Green,placed on IL
2011-03-31,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2011-03-31,Spurs,• Tim Duncan,,activated from IL
2011-03-31,Lakers,,• Derrick Caracter,placed on IL
2011-04-01,Bucks,,• Jon Brockman,placed on IL with sprained left shoulder
2011-04-01,Bucks,• Chris Douglas-Roberts,,activated from IL
2011-04-01,Celtics,,• Nenad Krstic,placed on IL with right knee injury
2011-04-01,Celtics,• Avery Bradley,,activated from IL
2011-04-01,Clippers,,• Chris Kaman,placed on IL with illness
2011-04-01,Clippers,• Brian Cook,,activated from IL
2011-04-01,Heat,,• Mike Miller,placed on IL with sprained right knee / bruised left knee (CBC)
2011-04-01,Jazz,,• Andrei Kirilenko,placed on IL with nerve damage in left knee (out for season)
2011-04-01,Nets,,• Kris Humphries,placed on IL with sprained ankle (out for season)
2011-04-01,Nuggets,,• Kosta Koufos,placed on IL
2011-04-01,Nuggets,• Arron Afflalo,,activated from IL
2011-04-01,Pacers,,• Lance Stephenson,placed on IL
2011-04-01,Pacers,• James Posey,,activated from IL
2011-04-01,Pistons,• Ben Wallace,,activated from IL
2011-04-01,Timberwolves,• Nikola Pekovic,,activated from IL
2011-04-01,Heat,• Dexter Pittman,,activated from IL
2011-04-02,Mavericks,• Corey Brewer,,activated from IL
2011-04-02,Raptors,,• Jose Calderon,placed on IL with sore/strained left hamstring
2011-04-03,Blazers,• Luke Babbitt,,activated from IL
2011-04-03,Celtics,,• Avery Bradley,placed on IL
2011-04-03,Celtics,• Shaquille O'Neal,,activated from IL
2011-04-03,Heat,,• Dexter Pittman,placed on IL (out for season)
2011-04-03,Heat,,• Jamaal Magloire,placed on IL
2011-04-03,Heat,• Mario Chalmers,,activated from IL
2011-04-03,Heat,• Mike Miller,,activated from IL
2011-04-03,Hornets,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
2011-04-03,Magic,,• Ryan Anderson,placed on IL (out for season)
2011-04-03,Mavericks,,• Tyson Chandler,placed on IL with sore back
2011-04-03,Nuggets,,• Chris Andersen,placed on IL with sprained right ankle
2011-04-03,Nuggets,• Kosta Koufos,,activated from IL
2011-04-03,Pistons,,• DaJuan Summers,placed on IL
2011-04-03,Pistons,• Tracy McGrady,,activated from IL
2011-04-03,Raptors,,• Andrea Bargnani,placed on IL with sore right ankle
2011-04-03,Raptors,• Joey Dorsey,,activated from IL
2011-04-05,76ers,,• Louis Williams / Lou Williams,placed on IL with strained right hamstring (out for season)
2011-04-05,Bulls,,• Brian Scalabrine,placed on IL
2011-04-05,Bulls,• Joakim Noah,,activated from IL
2011-04-05,Celtics,,• Von Wafer,placed on IL with strained right calf
2011-04-05,Celtics,• Nenad Krstic,,activated from IL
2011-04-05,Celtics,• Troy Murphy,,activated from IL
2011-04-05,Clippers,,• Ryan Gomes,placed on IL with knee injury (out for season)
2011-04-05,Clippers,• Chris Kaman,,activated from IL
2011-04-05,Hawks,,• Josh Smith,placed on IL with swelling in right knee / sprained right knee
2011-04-05,Hawks,• Josh Powell,,activated from IL
2011-04-05,Knicks,,• Roger Mason Jr.,placed on IL
2011-04-05,Knicks,• Ronny Turiaf,,activated from IL
2011-04-05,Nuggets,,• Arron Afflalo,placed on IL with hamstring injury
